"Hospital.Name","Street.Address","City","State.Code","lat","long","Revenue.per.Bed","Cost.to.Revenue.Ratio"
"ANDALUSIA REGIONAL HOSPITAL","849 THREE NOTCH STREET","ANDALUSIA","AL",31.2958801,-86.4943112398162,3.41896907228916,0.113696268049631
"ANDALUSIA REGIONAL HOSPITAL","849 THREE NOTCH STREET","ANDALUSIA","AL",31.2958801,-86.4943112398162,3.17540485542169,0.114062772597106
"ANDALUSIA REGIONAL HOSPITAL","849 THREE NOTCH STREET","ANDALUSIA","AL",31.2958801,-86.4943112398162,3.57236851807229,0.114435154184281
"ANDALUSIA REGIONAL HOSPITAL","849 THREE NOTCH STREET","ANDALUSIA","AL",31.2958801,-86.4943112398162,3.57236851807229,0.114435154184281
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,4.31964911524164,0.17717708194824
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,4.56198723480334,0.166985453344493
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,4.75049297020262,0.160702984486346
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,4.99055907285546,0.160048364562155
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,5.26393832678984,0.161917874532263
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,5.50956954461182,0.167598924561746
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,5.90472214691943,0.168853718944087
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,5.8307414732041,0.175131307223203
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,5.84974616798196,0.169658363717309
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,6.0503110870044,0.16450271132862
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,6.47318542477876,0.176187547720091
"HUNTSVILLE HOSPITAL","101 SIVLEY ROAD","HUNTSVILLE","AL",34.7204666,-86.5809641473032,6.81536051659292,0.182661110230807
"CHILTON MEDICAL CENTER","1010 LAY DAM ROAD","CLANTON","AL",32.8530008571429,-86.6229195918367,1.41288540740741,0.245852262506886
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.58491469444444,0.306212221831988
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.64603952777778,0.310628239773437
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.64601358333333,0.320977808860731
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.53673152777778,0.304575557051234
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.88342872222222,0.322383671599878
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,2.10996316666667,0.282914048762884
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.92128447222222,0.315445044931674
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.83035911111111,0.322762998177893
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.73299855555556,0.395204487251288
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.96284422222222,0.321099362161417
"MARION REGIONAL MEDICAL CENTER","1256 MILITARY ST SOUTH","HAMILTON","AL",34.12608455,-87.9908673187085,1.94236933333333,0.320095906351258
"FAYETTE MEDICAL CENTER DCH","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.8800245,0.295528253564173
"FAYETTE MEDICAL CENTER DCH","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.8800245,0.295528253564173
"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.98335826190476,0.287672806801576
"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.93312285714286,0.278366659621565
"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.94448295238095,0.306682383579897
"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.93589347619048,0.309430974446326
"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.88299785714286,0.313429610912993
"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.74676822222222,0.321129840160693
"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.69187211111111,0.328426071605491
"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.61910668888889,0.354805855151869
"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.83826744444444,0.343337890563258
"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",33.70823085,-87.8247845005754,1.83826744444444,0.343337890563258
"ST. VINCENTS BLOUNT","150 GILBREATH DRIVE","ONEONTA","AL",33.93026625,-86.4938623665795,2.379169675,0.196143818536187
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.464610673913043,0.592588156208019
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.510654717391304,0.609785000219454
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.476239217391304,0.660531307704148
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.473836108695652,0.627440023405635
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.465465565217391,0.63539496874004
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.670809760869565,0.50091756397338
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.519574456521739,0.544148650076306
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.444698456521739,0.572995457742763
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.422147543478261,0.569501998245307
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.376089869565217,0.700334113019009
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.378493369565217,0.690818775471054
"LAKE MARTIN COMMUNITY HOSPITAL","1231 SOUTH STREET","DADEVILLE","AL",32.828494701577,-85.7656121058018,0.378493369565217,0.690818775471054
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,5.07824106808511,0.130137186359394
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,5.14284874358974,0.134821228142267
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,4.94737325106383,0.130624383927322
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,1.3508404893617,0.123969069343636
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,5.66764738723404,0.125675531147024
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,6.76779329361702,0.107612263199347
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,7.9020345106383,0.0957847316789319
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,8.72773318723404,0.0846280580298509
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,9.50925718297872,0.0796266907373598
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,9.09979818297872,0.0811216798493852
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,12.0530273284314,0.0760739629087774
"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",31.2374957,-85.4561707977205,13.7097434818653,0.0731146724569275
"ST VINCENT S HOSPITAL","810 ST VINCENT S DRIVE","BIRMINGHAM","AL",33.50866,-86.78637,2.87300525339366,0.232018378516572
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,0.86828816,0.609328359377836
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,0.96186016,0.608290959883399
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,0.9953552,0.57976983492928
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.10555196,0.5478938864167
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.13869224,0.550165618060241
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.1917546,0.558641753931556
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.26280344,0.530030231783341
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.20463288,0.592191307280273
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.2713066,0.558591232044261
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.21847096,0.625209582344088
"BIBB MEDICAL CENTER","165 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.1642208,0.664678968113265
"BIBB MEDICAL CENTER","208 PIERSON AVENUE","CENTREVILLE","AL",32.9513667880264,-87.146797460613,1.25153688,0.678097444479623
"HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL",34.66148285,-86.0482741742716,0.609044058823529,0.430501898394485
"HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL",34.66148285,-86.0482741742716,0.613440923529412,0.454637738403632
"HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL",34.66148285,-86.0482741742716,0.657685876470588,0.421627286954681
"HIGHLANDS MEDICAL CENTER","380 WOOD COVE ROAD","SCOTTSBORO","AL",34.66148285,-86.0482741742716,0.632526947058824,0.436114198194448
"HIGHLANDS MEDICAL CENTER","380 WOOD COVE ROAD","SCOTTSBORO","AL",34.66148285,-86.0482741742716,0.743402635294118,0.383217999322163
"HIGHLANDS MEDICAL CENTER","380 WOOD COVE ROAD","SCOTTSBORO","AL",34.66148285,-86.0482741742716,0.730676147058823,0.395126488201561
"HIGHLANDS MEDICAL CENTER","380 WOOD COVE ROAD","SCOTTSBORO","AL",34.66148285,-86.0482741742716,0.74334718452381,0.37629715211825
"HIGHLANDS MEDICAL CENTER","380 WOOD COVE ROAD","SCOTTSBORO","AL",34.66148285,-86.0482741742716,0.71855830952381,0.372834656457777
