"","Hospital.Name","Street.Address","City","State.Code","lat","long","Revenue.per.Bed","Cost.to.Revenue.Ratio"
"95","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,4.14028866666667,0.76205761337414
"96","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,4.32682616666667,0.7821091110008
"97","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,4.40294766666667,0.720341857345113
"98","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,4.79438466666667,0.727963004498179
"99","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,5.5708385,0.657681544109862
"100","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,5.5594775,0.678790737678736
"101","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,5.0372545,0.755080603266455
"102","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,6.62999666666667,0.629926711878689
"103","PROVIDENCE SEWARD MEDICAL & CARE CEN","417 1ST AVENUE","SEWARD","AK",60.1053052,-149.44621339277,7.44437233333333,0.585640307172528
"104","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,3.51991647014925,0.268366924251576
"105","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,3.65137464925373,0.289350363514597
"106","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,3.73070405970149,0.2575878198846
"107","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,4.12639904477612,0.23109160885374
"108","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,4.26357229850746,0.22659675364934
"109","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,3.93612463106796,0.212016943026537
"110","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,5.61591845145631,0.207130816072127
"111","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,6.15607350970874,0.200456475084374
"112","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,6.89041033980583,0.191580432951937
"113","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,6.05651701834862,0.213530407320506
"114","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,7.44950684507042,0.18725729645583
"115","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",34.5588047,-112.480653428851,7.65832150458716,0.19845713515177
"116","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,3.15190464791667,0.252977810742796
"117","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,3.343959498998,0.236246498104898
"118","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,3.70635977354709,0.216299346900573
"119","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,4.10899570941884,0.202483115911234
"120","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,4.30041117835671,0.190574468617084
"121","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,4.60968779559118,0.176442643638449
"122","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,4.90451530260521,0.167649138150368
"123","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,5.26266543286573,0.168392889912288
"124","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,5.4428943246493,0.161161082902982
"125","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,4.95768015027829,0.17548037415628
"126","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,5.6903420593692,0.18725202478853
"127","BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",33.60894775,-112.179739363951,5.3688047755102,0.196539363801572
"128","HONORHEALTH DEER VALLEY MED CTR","19829 N 27TH AVENUE","PHOENIX","AZ",33.665912,-112.1153309,10.5827911666667,0.145580839987061
"129","HONORHEALTH DEER VALLEY MED CTR","19829 N 27TH AVENUE","PHOENIX","AZ",33.665912,-112.1153309,11.5387539215686,0.14370858256095
"130","YAVAPAI REGIONAL MEDICAL CENTER","7700 EAST FLORENTINE RD","PRESCOTT VALLEY","AZ",34.5588047,-112.480653428851,3.72993932142857,0.284249664306584
"131","YAVAPAI REGIONAL MEDICAL CENTER","7700 EAST FLORENTINE ROAD","PRESCOTT VALLEY","AZ",34.5588047,-112.480653428851,4.48478,0.244784992638594
"132","ORTHOPEDIC AND SPINE INPATIENT SURGI","750 NORTH 40TH STREET","PHOENIX","AZ",33.4566918,-111.996588346892,0.342296171875,0.553583005944916
"133","NORTHERN COCHISE COMMUNITY HOSPITAL","901 W REX ALLEN DRIVE","WILLCOX","AZ",32.2651761,-109.838363650101,0.990340041666667,0.655795036056849
"134","NORTHERN COCHISE COMMUNITY HOSPITAL","901 W REX ALLEN DRIVE","WILLCOX","AZ",32.2651761,-109.838363650101,1.146414625,0.540976466811328
"135","NORTHERN COCHISE COMMUNITY HOSPITAL","901 W REX ALLEN DRIVE","WILLCOX","AZ",32.2651761,-109.838363650101,0.802359,0.497042211362578
"136","NORTHERN COCHISE COMMUNITY HOSPITAL","901 W REX ALLEN DRIVE","WILLCOX","AZ",32.2651761,-109.838363650101,1.447320125,0.537391937852496
"137","KINDRED HOSPITAL TUCSON","355 NORTH WILMOT ROAD","TUCSON","AZ",32.225554,-110.858027,0.718963666666667,0.405090447860588
"138","KINDRED HOSPITAL TUCSON","355 NORTH WILMOT ROAD","TUCSON","AZ",32.225554,-110.858027,0.753453333333333,0.384152186065104
"139","KINDRED HOSPITAL TUCSON","355 NORTH WILMOT ROAD","TUCSON","AZ",32.225554,-110.858027,0.935576862745098,0.339103042644131
"140","KINDRED HOSPITAL TUCSON","355 NORTH WILMOT ROAD","TUCSON","AZ",32.225554,-110.858027,0.965819490196078,0.334324134047376
"141","KINDRED HOSPITAL TUCSON","355 NORTH WILMOT ROAD","TUCSON","AZ",32.225554,-110.858027,1.12887319607843,0.305109382628692
"142","HEALTHSOUTH REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","TUCSON","AZ",32.319107,-86.2807098,0.468969166666667,0.565674004865281
"143","HEALTHSOUTH REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","TUCSON","AZ",32.319107,-86.2807098,0.43424855,0.568563249472374
"144","HEALTHSOUTH REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","TUCSON","AZ",32.319107,-86.2807098,0.416615033333333,0.58006600177894
"145","HEALTHSOUTH REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","TUCSON","AZ",32.319107,-86.2807098,0.462255116666667,0.51372270730589
"146","HEALTHSOUTH REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","TUCSON","AZ",32.319107,-86.2807098,0.451980633333333,0.516570068378299
"147","HEALTHSOUTH REHABILITATION HOSPITAL","1921 WEST HOSPITAL DRIVE","TUCSON","AZ",32.319107,-86.2807098,0.4448183,0.503895036093014
"148","HEALTHSOUTH REHABILITATION HOSPITAL","1401 SOUTH J STREET","FORT SMITH","AR",32.319107,-86.2807098,0.588874883333333,0.459377321605922
"149","HEALTHSOUTH REHABILITATION HOSPITAL","1201 FLEMING AVENUE","JONESBORO","AR",32.319107,-86.2807098,0.471420462686567,0.419838347558733
"150","HEALTHSOUTH REHABILITATION HOSPITAL","1201 FLEMING AVE","JONESBORO","AR",32.319107,-86.2807098,0.548557432835821,0.418317917594881
"151","HEALTHSOUTH REHABILITATION HOSPITAL","1201 FLEMING AVE","JONESBORO","AR",32.319107,-86.2807098,0.493411149253731,0.419846038605387
"152","HEALTHSOUTH REHABILITATION HOSPITAL","1201 FLEMING AVE","JONESBORO","AR",32.319107,-86.2807098,0.605887104477612,0.406856890436906
"153","HEALTHSOUTH REHABILITATION HOSPITAL","1201 FLEMING AVE","JONESBORO","AR",32.319107,-86.2807098,0.620903746268657,0.402708199706297
"154","HEALTHSOUTH REHABILITATION HOSPITAL","1201 FLEMING AVE","JONESBORO","AR",32.319107,-86.2807098,0.5348753625,0.405055182365032
"155","HEALTHSOUTH REHABILITATION HOSPITAL","1201 FLEMING AVENUE","JONESBORO","AR",32.319107,-86.2807098,0.590107475,0.396631838124064
"156","HEALTHSOUTH REHABILITATION HOSPITAL","1201 FLEMING AVE","JONESBORO","AR",32.319107,-86.2807098,0.6112303375,0.406123207194375
"157","HEALTHSOUTH REHABILITATION HOSPITAL","153 EAST MONTE PAINTER DRIVE","FAYETTEVILLE","AR",32.319107,-86.2807098,0.5111254,0.444432586080311
"158","HEALTHSOUTH REHABILITATION HOSPITAL","153 EAST MONTE PAINTER DRIVE","FAYETTEVILLE","AR",32.319107,-86.2807098,0.594871783333333,0.382166218619603
"159","HEALTHSOUTH REHABILITATION HOSPITAL","153 EAST MONTE PAINTER DRIVE","FAYETTEVILLE","AR",32.319107,-86.2807098,0.563475566666667,0.422726936340984
"160","HEALTHSOUTH REHABILITATION HOSPITAL","153 EAST MONTE PAINTER DRIVE","FAYETTEVILLE","AR",32.319107,-86.2807098,0.4002111125,0.480822855712184
"161","HEALTHSOUTH REHABILITATION HOSPITAL","153 EAST MONTE PAINTER DRIVE","FAYETTEVILLE","AR",32.319107,-86.2807098,0.46167605,0.475279202808983
"162","HEALTHSOUTH REHABILITATION HOSPITAL","153 EAST MONTE PAINTER DRIVE","FAYETTEVILLE","AR",32.319107,-86.2807098,0.481280875,0.477277587645676
"163","HEALTHSOUTH REHABILITATION HOSPITAL","153 EAST MONTE PAINTER DRIVE","FAYETTEVILLE","AR",32.319107,-86.2807098,0.460356575,0.49187882241065
"164","SPRINGWOODS BEHAVIORAL","1955 W. TRUCKERS DRIVE","FAYETTEVILLE","AR",36.10835325,-94.1875408015568,0.458148115384615,0.363924884554046
"165","SPRINGWOODS BEHAVIORAL","1955 W. TRUCKERS DRIVE","FAYETTEVILLE","AR",36.10835325,-94.1875408015568,0.450487557692308,0.369778675266921
"166","SPRINGWOODS BEHAVIORAL","1955 W. TRUCKERS DRIVE","FAYETTEVILLE","AR",36.10835325,-94.1875408015568,0.516218480769231,0.345358802126157
"167","SPRINGWOODS BEHAVIORAL","1955 W. TRUCKERS DRIVE","FAYETTEVILLE","AR",36.10835325,-94.1875408015568,0.3312575,0.395364859663555
"168","SPRINGWOODS BEHAVIORAL","1955 W. TRUCKERS DRIVE","FAYETTEVILLE","AR",36.10835325,-94.1875408015568,0.3249459375,0.429175122400168
"169","SPRINGWOODS BEHAVIORAL","1955 W. TRUCKERS DRIVE","FAYETTEVILLE","AR",36.10835325,-94.1875408015568,0.311761325,0.469348587416993
